电影名,影评
这个杀手不太冷,看过的最经典的大叔和萝莉的温情电影，娜塔丽．波特曼的表现很有张力。
这个杀手不太冷,很怪，感觉从头到尾没有亮点。看别人的评价，说要结合时代来看，在那个时代拍这样的动作场面是惊呆众人的效果。好吧。然后，大叔和萝莉在我这儿确实没有任何萌点，我还是喜欢共同成熟，你我相当的感情，不要和我说什么里昂心里是12岁小男孩，我一百万不信
这个杀手不太冷,找不到比这个更喜欢的了。
这个杀手不太冷,我对只能看出炼铜的人无话可说😅
这个杀手不太冷,我希望你没有说谎。我希望在你内心深处真的对我没有一丁点儿感觉。你最好对我一点感觉都没有。因为只要有那么一点点。你将会后悔你什么都没有对我说。我爱你，里昂
这个杀手不太冷,小loli和大叔的爱情故事.
这个杀手不太冷,一个行事一板一眼有条不紊的杀手邂逅了一个激越鲜嫩的小生命 原来之前的悠悠岁月自己从未活过 一个反叛哀怨愤世嫉俗的弱小灵魂荡涤了一个沉睡中的王子心灵 从此一塌糊涂糟糕透顶的生活有了希冀 谁说年龄是问题 谁说身高是距离 小王子被他的玫瑰花驯服了 小女孩从此有了兰花作伴
这个杀手不太冷,最浪漫、最感人的大叔配萝莉。
这个杀手不太冷,"首看《这个杀手不太冷》是原文，影片的对话连续几日回旋于脑海，Is life always this hard, or is it just when you're a kid?Always like this很少有动作片能如此深度地诠释人性感情的缺憾，个人认为影片近乎完美。"
这个杀手不太冷,一直没看这部片子，最近才看了。什么也不说了，就是深刻的感动。这是西方版的殉情电影。其实我们有多少人是可以做到不殉情的，不在每时每刻里磨损自己去成全那个情字？电影里的牺牲是几下重锤，日常的殉情是长久的磨砺，成全着或悲剧或斑驳的传奇。
这个杀手不太冷,很早之前看过的一个电影了，当时很无聊，就百度有哪些值得看的经典电影，有人推荐这个，于是就去搜索，先是被海报吸引，一个萝莉手拿一盆花和一个帅大叔（这个经典形象后来还被我画了出来）
这个杀手不太冷,"一个酷爱喝牛奶的杀手 有一盆被照顾的很好的绿萝 冷酷又温情 
玛婷达全家被杀敲门向他求助 开门的一瞬间光亮照亮了玛婷达的脸也打开了他的人生 这是他们各自的新生与救赎 
“我开始想要过得快乐 睡在床上 有牵挂”
只是 杀手再也回不来了 
手环拉开 炸弹引爆 仇已报 杀手死"
这个杀手不太冷,大家都没有发现这是炼铜吗，原来的剧本里还有床戏，1星都不想打，娜塔丽波特曼后来遭到了无数炼铜癖的骚扰。
这个杀手不太冷,演员演绎或许很棒，但情节设计未成年小女孩迷恋甚至引诱大叔令人不适。看到豆瓣这么多人把这部电影奉为圭臬，我愿称之为国内显性恋童癖和隐性恋童癖的集体高潮。
这个杀手不太冷,几天前又重温了一遍，还是一样的感动，杀手的心里永远住这一个孩子，尽管杀了那么多人还是那么单纯，对女孩来讲他的陪伴虽然短暂却教会了她很多，影片最后大叔终于找到了自己的根，也算是一种幸福吧
这个杀手不太冷,遇见你之后，我的胃再也不痛了。
这个杀手不太冷,里昂很有魅力，一起杀人的时候小女孩很酷，反而大叔比较呆萌，很可爱，最后真的太可惜了，里昂要逃走的时候，明明可以感受到他的渴望，他想要一段爱情想要不再孤独，却到底还是没能享受到
这个杀手不太冷,这不是父女线，分明是洛丽塔。爱他的眼睛，他们的屋子。神经兮兮的流氓警察最终自然没有落好，不过那个孩子她也已经长大，她的怀里抱着仙人掌，刺得乳头上酸酸的是绒毛般的细刺心芽。
这个杀手不太冷,因为这部电影喜欢上让雷诺。
这个杀手不太冷,看完一部电影要中退一千次这病怎么治。
这个杀手不太冷,网飞最近租了这部的线上放映权，却把最关键的几段情节剪掉了（不知道和当年公映版的删减内容是否一致）。这几段情节包括：玛蒂尔达与里昂搭档出击、二人在高档餐厅饮酒傻笑、以及玛蒂尔达被里昂救出之后的夜戏。网飞的删减逻辑指涉明确，主要试图回避三个敏感议题：青少年持枪与暴力犯罪、未成年人饮酒、以及有娈童嫌疑的艺术表达。删减后的故事，不再是一个老灵魂如何与一个困在中年男子身体里的少年相依为命的故事，而是变成了“冲动小女孩如何坑死职业杀手”的故事。
这个杀手不太冷,每一秒都是经典
这个杀手不太冷,爱让里昂心甘情愿有了弱点。别名可以叫这个杀手有点萌，全程无尿点高能好片。
这个杀手不太冷,我爱你所以我不会吻你。
这个杀手不太冷,我妈说：这个小孩儿怎么办啊，她又不想学习！她又学不进去！
这个杀手不太冷,我真的很喜歡他，很喜歡她，很喜歡他倆的帽子
这个杀手不太冷,我以为是萝莉和大叔的爱情打开电影，其实电影中的感情远比爱情细腻的多，守护关怀陪伴，他教会她生存，他没教会她爱情，这是人生啊！还是要表白小女孩，活得超级酷╭(╯ε╰)╮
这个杀手不太冷,“他们都是12岁，他们都感到失落而他们深爱彼此。”总让我想起纳博科夫的《洛丽塔》。之前想象的爱情太过狭隘，英雄相惜也是一种伟大的爱情。这种爱情，发生在一个小姑娘和一个冷血杀手之间，味道奇绝。换一个方式相爱，或许会找到真正的彼此。
这个杀手不太冷,"生活一直这么不容易还是仅是童年如此
一直不容易
sorry，get不到原话了
但是大意如此
生活不易，且行且珍惜"
这个杀手不太冷,这是吕克·贝松最好的电影，很难再找到他执导的一部电影能与之并肩，这是让·雷诺最好的电影，作为一个法国演员的他，极具代表却又以一个杀手形象如此独到的的演绎了一场法式浪漫，当然我们也不可遗忘娜塔莉·波特曼这位电影中的少女，她在电影中所散发宛若美玉的光芒，最好的导演与演员曼妙的法式温情
这个杀手不太冷,我喜欢的演员跟剧情跟标题
这个杀手不太冷,再次重温了一遍，以前看的时候只觉得可惜。现在去看却觉得这也许是更好的结局，女孩开始了新的生活 没有仇恨 只有对里昂的想恋活下去。而里昂重新找到对生活的希望，可惜了没有一起走下去 但如果女孩活着但他杀死了对女孩有威胁的人，死亡的那一刻也是放心的吧
这个杀手不太冷,其实我对电影的剧情感觉一般，但是演员们的表演真的是很精湛
这个杀手不太冷,评分超高的影片，看完毫无感觉，明明很一般啊，嗯，一定是我不懂得欣赏
这个杀手不太冷,我能想到最好的纪念你的方式 就是在你走以后活成你的样子。所以总是莫名的觉得，小女孩长大后会成为一名杀手，变成和里昂一样的人。想说，你所看到的未必是事实真相，有些杀手其实内心依旧很善良。
这个杀手不太冷,这部能top4是我心里的谜团
这个杀手不太冷,到哪里找那么好的人。。。大叔有个正太心，萝莉有个御姐心，故事极好。。。
这个杀手不太冷,小女孩的眼神真炸，这种搭配稳阿。画面很棒，果然是经典阿
这个杀手不太冷,生命中的阳光，不知不觉的羁绊
这个杀手不太冷,白男意淫的恋童癖合理化电影
这个杀手不太冷,"the deepest love I think, later than apart, I will live as you like.那些没有说出口的爱才最显珍贵"
这个杀手不太冷,在这部以杀手与复仇为主要脉络的影片中，诠释的却是一个生命与爱的故事。
这个杀手不太冷,不冷的是人性中触动温情的地方，冷的是现实中无法回避的对立。
这个杀手不太冷,也许爱情可以跨越年龄这道鸿沟，在片尾小女孩埋葬他的骨灰时希望她更能勇敢的往前走
这个杀手不太冷,一个温柔的杀手，一个成熟的小女孩，没什么可说的，经典。
这个杀手不太冷,小萝莉和怪蜀黍，我喜欢这部片子，因为它安静。安静地打闹，安静地走路，安静地杀人，安静产生爱。
这个杀手不太冷,经典是经典 不过但凡没有那条奇怪的love line我都可能加个一星… 真的很讨厌一切带恋童癖倾向或者美化恋童癖的作品
这个杀手不太冷,这部电影我真的认认真真的看过两遍，第一遍高中，第二遍大学。第二次的心境想法要去不一样。第一次可能真的就是看电影而已，第二次多了很多感触。感触人生的艰难，同时也感受到陌生人的温暖，更看懂了铁血的柔情，这电影真的太棒了，完全可以再撸一遍！
这个杀手不太冷,复杂的社会关系里总有绽放如花的感情
这个杀手不太冷,美化恋童癖的片子 在九十年代或许可以 放在2021年可就太有问题了 里面很多小女孩镜头都充满性暗示 令人不适
这个杀手不太冷,没觉得那么好
这个杀手不太冷,炼铜批文艺作品就该滚出地球嗯嗯
这个杀手不太冷,不喜欢让雷诺，不喜欢这部电影，就这么简单
这个杀手不太冷,真的是部很好看的电影  羡慕女孩能够敢爱的性格  大叔也很萌萌哒 我喜欢他们的相处方式 也很羡慕 但最后里昂的死 真的太虐了 看哭了
这个杀手不太冷,很感动的一部电影。电影所呈现的，是对人性的探知和拷问。非常经典的一部电影
这个杀手不太冷,好喜欢，看了两三遍了。在你死后，我活成你的样子。
这个杀手不太冷,"深入人心，就仿佛生生刻上你的心脏，抹不掉。

好喜欢小女孩👧"
